TID	Name	RA	Dec
2615	V* KQ Cep                          	333.1186701	54.21123932
2616	V* V1484 Cyg                       	330.2692548	54.48786964
2617	V* V1434 Cyg                       	329.5483447	55.17033895
2618	V* V340 Lac                        	333.1854	54.1858
2619	V* IX Cep                          	331.8227334	53.40372515
2620	V* MM Cep                          	331.0944623	54.58506071
2621	V* MN Cep                          	331.1074913	54.43849783
2622	V* MQ Cep                          	331.7479236	54.67842667
2623	V* MR Cep                          	332.8188264	55.01998701
2624	V* MS Cep                          	332.8839388	54.23866797
2625	V* IW Cep                          	331.1379922	55.46013823
2626	V* PY Lac                          	333.6415551	55.2310629
2627	V* KL Lac                          	333.42117	55.17278
2628	V* KO Lac                          	333.6290114	53.48302527
2629	V* V1412 Cyg                       	330.0323721	55.19091346
2630	Mis V0363                          	331.1635414	53.59157482
2631	Mis V0368                          	329.735842	55.22670447
2632	V* KT Lac                          	334.1059531	54.02179208
2633	V* V637 Cep                        	330.9949524	55.2820757
2634	V* V435 Lac                        	333.7585513	54.31560392
2635	V* V436 Lac                        	333.7722064	54.31554136
2636	V* V437 Lac                        	333.7949596	54.32138895
2637	V* V438 Lac                        	333.8385707	54.31056997
2638	NSV 14054                          	332.325	53.2167
2639	V* V876 Cep                        	333.4041133	55.74104029
2640	V* V727 Cep                        	333.1074993	54.88930711
2641	BD+55 2725                         	335.0798188	56.38781975
2642	V* DQ Lac                          	336.7358799	56.82729783
2643	V* V678 Cep                        	337.30658	56.92992
2644	V* V743 Cep                        	334.525854	55.90433786
2645	HD 239936                          	335.6118151	56.01578087
2646	HD 212455                          	335.7565402	55.2329363
2647	HD 235858                          	337.2932316	54.85176143
2648	BD+54 2790                         	337.5238834	54.79015901
2649	V* BT Lac                          	336.0573906	56.19256016
2650	V* TW Lac                          	337.6094325	54.618457
2651	V* SU Lac                          	335.7377355	55.5113033
2652	V* RW Cep                          	335.77923	55.96322672
2653	V* EO Lac                          	336.3006532	55.20846729
2654	Case 252                           	337.9821301	55.74145232
2655	V* NQ Lac                          	337.18275	56.24981
2656	IRAS 22180+5532                    	334.9760272	55.7901943
2657	V* V432 Lac                        	338.062597	55.18097418
2658	V* NV Lac                          	337.7838572	55.19909183
2659	HD 211853                          	334.6900243	56.12608241
2660	V* V376 Lac                        	338.1690702	55.21062647
2661	IRC +60359                         	338.1528948	55.4346945
2662	V* MT Lac                          	336.1903953	54.85929201
2663	V* EP Lac                          	336.8933646	54.42669093
2664	V* KV Cep                          	334.7881384	55.8274145
2665	V* V346 Lac                        	334.8155526	55.53919602
2666	V* LX Lac                          	335.4957619	55.30094231
2667	V* DN Cep                          	333.3870763	55.97359695
2668	V* DF Lac                          	335.3199723	54.53205606
2669	V* EM Lac                          	335.9782582	54.01924175
2670	V* LN Lac                          	334.9407806	54.70453681
2671	V* LP Lac                          	335.0920443	54.25272176
2672	V* CP Lac                          	333.9212636	55.61703404
2673	V* KS Cep                          	333.7548444	56.21063168
2674	V* KT Cep                          	333.8885389	56.23912695
2675	V* KW Cep                          	335.8068875	56.14806191
2676	V* KS Lac                          	333.9842	55.4456
2677	V* NX Cep                          	335.1291764	56.49742506
2678	V* NW Lac                          	337.9134753	55.4062618
2679	V* V345 Lac                        	334.6805661	54.675961
2680	V* QS Lac                          	335.0327045	55.56062318
2681	V* QU Lac                          	336.1086721	56.17040017
2682	V* QX Lac                          	337.3638196	54.16523671
2683	V* KU Lac                          	334.2569642	55.17731337
2684	V* LT Lac                          	335.293694	54.33611874
2685	V* LY Lac                          	335.5202326	55.12647374
2686	V* LZ Lac                          	335.5892299	55.39414183
2687	V* MQ Lac                          	335.92604	56.37697
2688	V* MW Lac                          	336.68925	55.83344
2689	V* MY Lac                          	336.8744466	55.6859138
2690	V* NT Lac                          	337.4753652	56.45713061
2691	V* NU Lac                          	337.7638532	55.26027263
2692	V* NZ Lac                          	338.2997295	55.39081489
2693	V* V439 Lac                        	335.3712243	54.17401663
2694	IRAS 22474+5444                    	342.3887344	55.01338556
2695	V* OT Lac                          	339.1863473	56.73537124
2696	V* V416 Lac                        	339.6580124	56.79563409
2697	V* DV Lac                          	341.267733	56.62189285
2698	V* CO Lac                          	341.6250054	56.82545391
2699	HD 213930                          	338.4193711	56.62473672
2700	HD 240026                          	340.3742645	56.74587127
2701	HD 215836                          	341.7600532	56.43175484
2702	V* AO Cep                          	339.0671984	57.035613
2703	V* GX Lac                          	341.5699141	56.85214937
2704	V* GV Lac                          	340.3635404	56.65254117
2705	V* CW Lac                          	339.1317986	56.76821236
2706	V* BX Lac                          	338.3853194	56.64896669
2707	V* RR Lac                          	340.3605244	56.43278603
2708	V* Z Lac                           	340.2172734	56.82946777
2709	V* X Lac                           	342.2632529	56.42820302
2710	V* V Lac                           	342.1583155	56.32153896
2711	HD 240010                          	339.6326261	55.83483086
2712	HD 214847                          	339.9538295	56.16033591
2713	V* GY Lac                          	341.9423778	55.30361791
2714	V* FI Lac                          	341.2656289	55.53945896
2715	V* DS Lac                          	340.7262716	55.31158812
2716	V* TX Lac                          	341.4633638	55.0765045
2717	V* U Lac                           	341.9309435	55.15842113
2718	V* EG Lac                          	342.6617	55.2478
2719	V* GL Lac                          	341.03127	55.58922452
2720	HD 214419                          	339.2248123	56.90582943
2721	HD 213482                          	337.6127319	56.85521646
2722	V* ST Cep                          	337.5447409	57.00085201
2723	C* 3139                            	337.9587715	56.99698041
2724	V* V336 Lac                        	339.4799691	55.24230483
2725	V* V349 Lac                        	340.5488678	54.76046073
2726	V* OO Lac                          	338.3353587	56.14862301
2727	V* OP Lac                          	338.6185	55.51467
2728	V* OR Lac                          	338.9189415	55.490316
2729	NSV 14265                          	339.7735113	56.93766036
2730	V* OY Lac                          	340.3786577	56.20007111
2731	V* V474 Lac                        	341.4945515	56.47548832
2732	HD 240169                          	345.6002653	58.23676492
2733	HD 240139                          	344.645747	57.15533366
2734	V* V509 Cas                        	345.0212533	56.94537463
2735	HD 218091                          	346.104834	56.45676215
2736	V* GS Cep                          	342.8729653	57.00496967
2737	V* V428 Cas                        	346.6468912	56.38314424
2738	V* V426 Cas                        	346.448828	56.94494795
2739	V* V343 Cas                        	346.2068824	56.54937045
2740	V* V342 Cas                        	345.3380385	57.86702688
2741	V* V341 Cas                        	344.894591	56.38604427
2742	V* KZ Cas                          	347.0579696	56.45472097
2743	V* KX Cas                          	345.6522566	57.91988017
2744	V* KW Cas                          	344.7022341	57.22521623
2745	V* UY Cas                          	345.5057246	57.63871193
2746	IRAS 22492+5723                    	342.8314893	57.6552516
2747	IRAS 22576+5717                    	344.9480566	57.55886715
2748	[D75] 164                          	346.3641509	57.12950066
2749	IRC +50451                         	343.8068031	55.18730974
2750	NSV 14357                          	343.5582601	56.87718441
2751	NSV 14414                          	345.9717626	55.58242503
2752	NSV 14331                          	342.675	57.4
2753	NSV 14375                          	344.275	57.6667
2754	V* V529 Cep                        	343.6971047	57.79064899
2755	IRAS 22524+5709                    	343.6302559	57.43285692
2756	HD 219960                          	349.8871477	55.90197996
2757	[D75] 173                          	349.6789417	55.97380113
2758	[D75] 174                          	350.3199412	56.07927249
2759	HD 220116                          	350.1429496	58.2776264
2760	DO 42870                           	349.6267103	58.5530658
2761	HD 219134                          	348.3207283	57.16835459
2762	V* V397 Cas                        	348.6397947	57.25574242
2763	V* V396 Cas                        	348.3999087	56.73811116
2764	V* V351 Cas                        	348.0538546	56.44014244
2765	V* V348 Cas                        	347.8571	57.7506
2766	V* LM Cas                          	348.24975	56.85572
2767	Case 683                           	348.0552693	57.48052485
2768	HD 220007                          	349.9578187	57.24363336
2769	HD 220300                          	350.5435991	56.34822544
2770	V* V484 Cas                        	350.310908	56.71762487
