PID	title	project_type	PI	description	aperture_upper_limit	aperture_lower_limit	FoV_upper_limit	FoV_lower_limit	pixel_scale_upper_limit_(/pix)	pixel_scale_lower_limit_(/pix)	mount_type(german,fork,theodolite)	camera_type_(colored,mono)	camera_type(cooled,uncooled)	Johnson_B	Johnson_V	Johnson_R	SDSS_u	SDSS_g	SDSS_r	SDSS_i	SDSS_z
945	Observe Asteriods 53	regular	718	Observe Asteriods 53 56 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	y	n	y	y	y
946	Observe GRB 97	regular	36	Observe GRB 97 20 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	y	y	y	y	n	y	y
947	Observe Supernova 181	transient	603	Observe Supernova 181 7 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	y	y
948	Observe Exoplanets 290	regular	432	Observe Exoplanets 290 43 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	y	y
949	Observe Exoplanets 291	regular	729	Observe Exoplanets 291 97 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	n	y	y	y	y	n	y
950	Observe Asteriods 54	regular	349	Observe Asteriods 54 18 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	n	y	y	y	n
951	Observe Galaxy 132	transient	751	Observe Galaxy 132 75 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	y	y	y	y	n	y	y
952	Observe GRB 98	regular	739	Observe GRB 98 3 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	n	y	y	y	y	n	y
953	Observe Galaxy 133	regular	130	Observe Galaxy 133 19 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	n	y	y	y	y
954	Observe GRB 99	target_of_opportunity	328	Observe GRB 99 25 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	n	y	y	y	y	y
955	Observe GRB 100	regular	28	Observe GRB 100 8 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	n	y	n
956	Observe Exoplanets 292	regular	716	Observe Exoplanets 292 89 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	n	n	y	n	y	y	y
957	Observe Exoplanets 293	transient	985	Observe Exoplanets 293 58 times	30	30	600	1	3	0.1	fork	colored	uncooled	n	y	y	y	y	y	y	y
958	Observe Comet 43	regular	41	Observe Comet 43 69 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	n	y	y	y	y	y	y
959	Observe Supernova 182	regular	182	Observe Supernova 182 7 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	n	y	y	y	y
960	Observe Exoplanets 294	regular	9	Observe Exoplanets 294 86 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	n	y	y	y	y	y
961	Observe Exoplanets 295	regular	267	Observe Exoplanets 295 9 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	y	y	y	n	y
962	Observe Exoplanets 296	regular	354	Observe Exoplanets 296 28 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	n	y	y	y	y
963	Observe Star 156	transient	142	Observe Star 156 89 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	y	y	n	y	y	n
964	Observe Star 157	regular	140	Observe Star 157 65 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	y	y	y	y	y
965	Observe Exoplanets 297	transient	286	Observe Exoplanets 297 89 times	30	30	600	1	3	0.1	theodolite	colored	cooled	n	y	y	y	y	y	y	y
966	Observe GRB 101	regular	980	Observe GRB 101 71 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	n	y	y	y	y	n
967	Observe Galaxy 134	regular	461	Observe Galaxy 134 98 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	n	y	n	y	y	y	y
968	Observe Supernova 183	regular	931	Observe Supernova 183 56 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	n	y
969	Observe Supernova 184	regular	164	Observe Supernova 184 72 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	n	y	y	y	y
970	Observe Exoplanets 298	regular	743	Observe Exoplanets 298 37 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	n	y	y	y	y	y	n
971	Observe Exoplanets 299	transient	790	Observe Exoplanets 299 51 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	n	y	y
972	Observe Asteriods 55	transient	30	Observe Asteriods 55 53 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	n	y	y	y	n
973	Observe Exoplanets 300	transient	681	Observe Exoplanets 300 73 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	n	n	y	y	y	y	n
974	Observe Galaxy 135	transient	246	Observe Galaxy 135 76 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	n	y	y	n	y	n
975	Observe Asteriods 56	target_of_opportunity	733	Observe Asteriods 56 76 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	n	y	n	y	y	y	n
976	Observe Comet 44	regular	434	Observe Comet 44 51 times	30	30	600	1	3	0.1	fork	colored	cooled	n	y	y	y	y	y	y	y
977	Observe Supernova 185	regular	263	Observe Supernova 185 7 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	y	n	y	y	y	y
978	Observe Galaxy 136	regular	44	Observe Galaxy 136 30 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	n	n	y	n	y	y
979	Observe Supernova 186	target_of_opportunity	711	Observe Supernova 186 22 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	n	n	y	y	y	y
980	Observe GRB 102	regular	757	Observe GRB 102 29 times	30	30	600	1	3	0.1	german	mono	cooled	n	y	y	y	y	y	y	n
981	Observe Star 158	regular	539	Observe Star 158 50 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	n	y	y
982	Observe Galaxy 137	transient	355	Observe Galaxy 137 87 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	n	y	n	y	y	n
983	Observe Star 159	regular	900	Observe Star 159 80 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	y
984	Observe Star 160	target_of_opportunity	716	Observe Star 160 43 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	n	n	y	y	y	y
985	Observe Star 161	transient	193	Observe Star 161 58 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	y	y	y	y
986	Observe Galaxy 138	regular	364	Observe Galaxy 138 92 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	n	y
987	Observe Comet 45	regular	76	Observe Comet 45 3 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	y	n	y	y
988	Observe Exoplanets 301	regular	747	Observe Exoplanets 301 79 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	n	y	y	y	y
989	Observe Comet 46	transient	387	Observe Comet 46 81 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	y	n
990	Observe Star 162	regular	997	Observe Star 162 54 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	y	n
991	Observe Exoplanets 302	regular	704	Observe Exoplanets 302 4 times	30	30	600	1	3	0.1	german	mono	uncooled	n	n	n	y	y	y	n	n
992	Observe Exoplanets 303	transient	623	Observe Exoplanets 303 95 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	n	y	n	n	n
993	Observe Exoplanets 304	target_of_opportunity	431	Observe Exoplanets 304 42 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	y	y	y	n	n	y
994	Observe Galaxy 139	regular	728	Observe Galaxy 139 56 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	n	n
995	Observe Exoplanets 305	transient	266	Observe Exoplanets 305 99 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	y	y	y	y	n	y
996	Observe GRB 103	transient	406	Observe GRB 103 35 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	y	y
997	Observe Galaxy 140	regular	72	Observe Galaxy 140 82 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	n	y	n	y	y	y	y
998	Observe Exoplanets 306	regular	503	Observe Exoplanets 306 63 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	n	y	y	n	y	y
999	Observe Galaxy 141	regular	694	Observe Galaxy 141 17 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	n	y	y	y
